Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2017-06-23,Pushups,Chest,0.0,22,,,
2017-06-23,Pushups,Chest,0.0,15,,,
2017-06-23,Pushups,Chest,0.0,12,,,
2017-06-23,Crunches,Abs,0.0,25,,,
2017-06-23,Crunches,Abs,0.0,25,,,
2017-06-23,Standing Dumbbell Curl,Biceps,25.0,12,,,
2017-06-23,Standing Dumbbell Curl,Biceps,30.0,9,,,
2017-06-23,Standing Dumbbell Curl,Biceps,30.0,8,,,
2017-06-23,Archer Pushups,Chest,0.0,18,,,
2017-06-23,Archer Pushups,Chest,0.0,12,,,
2017-06-23,Archer Pushups,Chest,0.0,10,,,
2017-06-23,Bicycle Crunches,Abs,0.0,21,,,
2017-06-23,Bicycle Crunches,Abs,0.0,22,,,
2017-06-23,Bicycle Crunches,Abs,0.0,20,,,
2017-06-23,Sitting Military Press,Shoulders,25.0,14,,,
2017-06-23,Sitting Military Press,Shoulders,30.0,8,,,
2017-06-23,Sitting Military Press,Shoulders,25.0,9,,,
2017-06-23,Horizontal Incline Chest Press Machine,Chest,120.0,7,,,
2017-06-23,Horizontal Incline Chest Press Machine,Chest,100.0,8,,,
2017-06-23,Horizontal Incline Chest Press Machine,Chest,80.0,7,,,
2017-06-23,Dumbbell Hammer Curl,Biceps,25.0,12,,,
2017-06-23,Dumbbell Hammer Curl,Biceps,25.0,10,,,
2017-06-23,Dumbbell Hammer Curl,Biceps,25.0,9,,,
2017-06-23,Running (Treadmill),Cardio,,,1.23,mi,0:09:21
2017-06-23,Horizontal Chest Press Machine,Chest,100.0,12,,,
2017-06-23,Horizontal Chest Press Machine,Chest,80.0,10,,,
2017-06-23,Crunches,Abs,0.0,25,,,
2017-06-23,Horizontal Chest Press Machine,Chest,80.0,10,,,
2017-06-24,Running (Treadmill),Cardio,,,3.2,mi,0:25:40
2017-06-25,Seated Vertical Mid Row,Back,100.0,15,,,
2017-06-25,X Crunches,Abs,0.0,20,,,
2017-06-25,Skull Crushers,Triceps,35.0,20,,,
2017-06-25,Wide Lat Pulldown,Back,100.0,15,,,
2017-06-25,Penguin Toe Taps,Abs,0.0,20,,,
2017-06-25,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2017-06-25,Up Downs,Abs,0.0,16,,,
2017-06-25,Double Tricep Press,Triceps,40.0,15,,,
2017-06-25,Seated Vertical Mid Row,Back,120.0,15,,,
2017-06-25,X Crunches,Abs,0.0,20,,,
2017-06-25,Skull Crushers,Triceps,40.0,13,,,
2017-06-25,Wide Lat Pulldown,Back,120.0,12,,,
2017-06-25,Penguin Toe Taps,Abs,0.0,20,,,
2017-06-25,Lateral Dumbbell Raise,Shoulders,15.0,12,,,
2017-06-25,Double Tricep Press,Triceps,45.0,12,,,
2017-06-25,Up Downs,Abs,0.0,16,,,
2017-06-25,Seated Vertical Mid Row,Back,120.0,15,,,
2017-06-25,X Crunches,Abs,0.0,20,,,
2017-06-25,Skull Crushers,Triceps,40.0,12,,,
2017-06-25,Wide Lat Pulldown,Back,120.0,9,,,
2017-06-25,Penguin Toe Taps,Abs,0.0,20,,,
2017-06-25,Lateral Dumbbell Raise,Shoulders,15.0,12,,,
2017-06-25,Up Downs,Abs,0.0,16,,,
2017-06-25,Double Tricep Press,Triceps,45.0,13,,,
2017-06-25,Running (Outdoor),Cardio,,,0.46,mi,0:04:05
2017-06-26,Wall Sit 1:00,Quads,10.0,1,,,
2017-06-26,Lying Leg Raises,Abs,0.0,15,,,
2017-06-26,Machine Calf Raises,Calves,240.0,20,,,
2017-06-26,Leg Press Machine,Quads,240.0,15,,,
2017-06-26,Sit Ups,Abs,0.0,20,,,
2017-06-26,Leg Curl,Hamstrings,135.0,12,,,
2017-06-26,Leg Extension Machine,Quads,135.0,15,,,
2017-06-26,Dumbbell Lunges,Quads,25.0,10,,,
2017-06-26,Wall Sit 1:00,Quads,10.0,1,,,
2017-06-26,Lying Leg Raises,Abs,0.0,15,,,
2017-06-26,Machine Calf Raises,Calves,260.0,20,,,
2017-06-26,Leg Press Machine,Quads,260.0,12,,,
2017-06-26,Sit Ups,Abs,0.0,20,,,
2017-06-26,Leg Curl,Hamstrings,135.0,15,,,
2017-06-26,Leg Extension Machine,Quads,135.0,15,,,
2017-06-26,Dumbbell Lunges,Quads,30.0,8,,,
2017-06-26,Wall Sit 1:00,Quads,8.0,1,,,
2017-06-26,Lying Leg Raises,Abs,0.0,15,,,
2017-06-26,Machine Calf Raises,Calves,260.0,20,,,
2017-06-26,Leg Press Machine,Quads,260.0,12,,,
2017-06-26,Sit Ups,Abs,0.0,20,,,
2017-06-26,Leg Curl,Hamstrings,155.0,15,,,
2017-06-26,Leg Extension Machine,Quads,155.0,12,,,
2017-06-26,Dumbbell Lunges,Quads,25.0,10,,,
2017-06-27,Horizontal Chest Press Machine,Chest,120.0,15,,,
2017-06-27,Static V Pulses,Abs,0.0,30,,,
2017-06-27,Kneeling Dumbbell Curl,Biceps,30.0,12,,,
2017-06-27,Penguin Toe Taps,Abs,0.0,20,,,
2017-06-27,Dumbbell Shrugs,Shoulders,45.0,20,,,
2017-06-27,Horizontal Incline Chest Press Machine,Chest,120.0,15,,,
2017-06-27,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-06-27,Horizontal Chest Press Machine,Chest,140.0,12,,,
2017-06-27,Static V Pulses,Abs,0.0,30,,,
2017-06-27,Kneeling Dumbbell Curl,Biceps,30.0,9,,,
2017-06-27,Penguin Toe Taps,Abs,0.0,20,,,
2017-06-27,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-06-27,Horizontal Incline Chest Press Machine,Chest,140.0,12,,,
2017-06-27,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-06-27,Horizontal Chest Press Machine,Chest,140.0,10,,,
2017-06-27,Static V Pulses,Abs,0.0,30,,,
2017-06-27,Kneeling Dumbbell Curl,Biceps,25.0,10,,,
2017-06-27,Penguin Toe Taps,Abs,0.0,20,,,
2017-06-27,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-06-27,Horizontal Incline Chest Press Machine,Chest,160.0,7,,,
2017-06-27,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-06-28,Running (Outdoor),Cardio,,,0.55,mi,0:04:36
2017-06-29,Seated Horizontal Mid Row,Back,160.0,12,,,
2017-06-29,Front Dumbbell Raise,Shoulders,10.0,15,,,
2017-06-29,Russian Twists,Abs,10.0,15,,,
2017-06-29,Tricep Kickback,Triceps,20.0,12,,,
2017-06-29,Reverse Grip Lat Pulldown,Back,160.0,10,,,
2017-06-29,Sit Ups,Abs,10.0,20,,,
2017-06-29,Archer Pushups,Chest,0.0,20,,,
2017-06-29,Kneeling Dumbbell Row,Back,30.0,12,,,
2017-06-29,Single Overhead Triceps Extension,Triceps,20.0,12,,,
2017-06-29,Seated Horizontal Mid Row,Back,140.0,12,,,
2017-06-29,Front Dumbbell Raise,Shoulders,15.0,12,,,
2017-06-29,Russian Twists,Abs,10.0,15,,,
2017-06-29,Tricep Kickback,Triceps,25.0,12,,,
2017-06-29,Reverse Grip Lat Pulldown,Back,140.0,9,,,
2017-06-29,Sit Ups,Abs,10.0,20,,,
2017-06-29,Archer Pushups,Chest,0.0,20,,,
2017-06-29,Kneeling Dumbbell Row,Back,30.0,12,,,
2017-06-29,Single Overhead Triceps Extension,Triceps,25.0,10,,,
2017-06-29,Seated Horizontal Mid Row,Back,140.0,11,,,
2017-06-29,Front Dumbbell Raise,Shoulders,15.0,12,,,
2017-06-29,Russian Twists,Abs,10.0,15,,,
2017-06-29,Tricep Kickback,Triceps,25.0,12,,,
2017-06-29,Reverse Grip Lat Pulldown,Back,140.0,7,,,
2017-06-29,Sit Ups,Abs,10.0,18,,,
2017-06-29,Archer Pushups,Chest,0.0,16,,,
2017-06-29,Kneeling Dumbbell Row,Back,30.0,12,,,
2017-06-29,Single Overhead Triceps Extension,Triceps,25.0,10,,,
2017-06-29,Running (Treadmill),Cardio,,,0.5,mi,0:04:35
2017-06-30,Leg Press Machine,Quads,240.0,15,,,
2017-06-30,Bicycle Crunches,Abs,0.0,22,,,
2017-06-30,Machine Calf Raises,Calves,260.0,20,,,
2017-06-30,Leg Extension Machine,Quads,155.0,15,,,
2017-06-30,Crunches,Abs,0.0,27,,,
2017-06-30,Walking Lunges,Quads,60.0,16,,,
2017-06-30,Leg Curl,Hamstrings,155.0,12,,,
2017-06-30,Dumbbell Squats,Quads,45.0,15,,,
2017-06-30,Leg Press Machine,Quads,260.0,15,,,
2017-06-30,Bicycle Crunches,Abs,0.0,22,,,
2017-06-30,Machine Calf Raises,Calves,280.0,20,,,
2017-06-30,Leg Extension Machine,Quads,155.0,12,,,
2017-06-30,Crunches,Abs,0.0,25,,,
2017-06-30,Walking Lunges,Quads,60.0,14,,,
2017-06-30,Dumbbell Squats,Quads,50.0,12,,,
2017-06-30,Leg Curl,Hamstrings,155.0,15,,,
2017-06-30,Leg Press Machine,Quads,280.0,12,,,
2017-06-30,Bicycle Crunches,Abs,0.0,20,,,
2017-06-30,Machine Calf Raises,Calves,280.0,20,,,
2017-06-30,Leg Extension Machine,Quads,155.0,12,,,
2017-06-30,Crunches,Abs,0.0,22,,,
2017-06-30,Walking Lunges,Quads,50.0,16,,,
2017-06-30,Leg Curl,Hamstrings,175.0,12,,,
2017-06-30,Dumbbell Squats,Quads,50.0,15,,,
2017-07-01,Plank 1:00,Abs,0.0,1,,,
2017-07-01,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-07-01,Lying Leg Raises,Abs,0.0,16,,,
2017-07-01,Horizontal Shoulder Raise Machine,Shoulders,100.0,12,,,
2017-07-01,Vertical Chest Press Machine,Chest,100.0,12,,,
2017-07-01,Dumbbell Hammer Curl,Biceps,25.0,15,,,
2017-07-01,Plank 1:00,Abs,0.0,1,,,
2017-07-01,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-07-01,Lying Leg Raises,Abs,0.0,16,,,
2017-07-01,Horizontal Shoulder Raise Machine,Shoulders,100.0,10,,,
2017-07-01,Vertical Chest Press Machine,Chest,100.0,13,,,
2017-07-01,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2017-07-01,Plank 1:00,Abs,0.0,1,,,
2017-07-01,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-07-01,Lying Leg Raises,Abs,0.0,18,,,
2017-07-01,Horizontal Shoulder Raise Machine,Shoulders,80.0,12,,,
2017-07-01,Vertical Chest Press Machine,Chest,100.0,8,,,
2017-07-01,Dumbbell Hammer Curl,Biceps,30.0,9,,,
2017-07-02,Running (Outdoor),Cardio,,,2.0,mi,0:19:00
2017-07-03,Wide Lat Pulldown,Back,100.0,15,,,
2017-07-03,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-03,Double Tricep Press,Triceps,45.0,20,,,
2017-07-03,Seated Vertical Mid Row,Back,100.0,15,,,
2017-07-03,Russian Twists,Abs,10.0,15,,,
2017-07-03,Pushups,Chest,0.0,20,,,
2017-07-03,Floor Tricep Raises,Triceps,0.0,15,,,
2017-07-03,Wide Lat Pulldown,Back,120.0,12,,,
2017-07-03,Penguin Toe Taps,Abs,0.0,25,,,
2017-07-03,Double Tricep Press,Triceps,50.0,15,,,
2017-07-03,Seated Vertical Mid Row,Back,120.0,15,,,
2017-07-03,Russian Twists,Abs,10.0,15,,,
2017-07-03,Pushups,Chest,0.0,20,,,
2017-07-03,Floor Tricep Raises,Triceps,0.0,15,,,
2017-07-03,Wide Lat Pulldown,Back,120.0,10,,,
2017-07-03,Penguin Toe Taps,Abs,0.0,25,,,
2017-07-03,Double Tricep Press,Triceps,50.0,15,,,
2017-07-03,Seated Vertical Mid Row,Back,140.0,12,,,
2017-07-03,Russian Twists,Abs,10.0,15,,,
2017-07-03,Pushups,Chest,0.0,20,,,
2017-07-03,Floor Tricep Raises,Triceps,0.0,15,,,
2017-07-04,Hiking,Cardio,,,6.0,mi,2:00:00
2017-07-05,Pushups,Chest,0.0,20,,,
2017-07-05,Crunches,Abs,0.0,30,,,
2017-07-05,Standing Dumbbell Curl,Biceps,30.0,10,,,
2017-07-05,Archer Pushups,Chest,0.0,22,,,
2017-07-05,Bicycle Crunches,Abs,0.0,20,,,
2017-07-05,Sitting Military Press,Shoulders,30.0,10,,,
2017-07-05,Horizontal Incline Chest Press Machine,Chest,140.0,8,,,
2017-07-05,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2017-07-05,Pushups,Chest,0.0,20,,,
2017-07-05,Crunches,Abs,0.0,25,,,
2017-07-05,Standing Dumbbell Curl,Biceps,25.0,12,,,
2017-07-05,Archer Pushups,Chest,0.0,16,,,
2017-07-05,Bicycle Crunches,Abs,0.0,20,,,
2017-07-05,Sitting Military Press,Shoulders,25.0,9,,,
2017-07-05,Horizontal Incline Chest Press Machine,Chest,120.0,9,,,
2017-07-05,Dumbbell Hammer Curl,Biceps,25.0,10,,,
2017-07-05,Pushups,Chest,0.0,20,,,
2017-07-05,Crunches,Abs,0.0,22,,,
2017-07-05,Standing Dumbbell Curl,Biceps,25.0,8,,,
2017-07-05,Archer Pushups,Chest,0.0,12,,,
2017-07-05,Bicycle Crunches,Abs,0.0,20,,,
2017-07-05,Sitting Military Press,Shoulders,25.0,10,,,
2017-07-05,Dumbbell Hammer Curl,Biceps,20.0,10,,,
2017-07-07,Reverse Grip Lat Pulldown,Back,140.0,13,,,
2017-07-07,Plank 1:00,Abs,0.0,1,,,
2017-07-07,Double Tricep Press,Triceps,50.0,20,,,
2017-07-07,Seated Horizontal Mid Row,Back,140.0,12,,,
2017-07-07,Sit Ups,Abs,10.0,20,,,
2017-07-07,Vertical Chest Press Machine,Chest,100.0,20,,,
2017-07-07,Kneeling Dumbbell Row,Back,35.0,12,,,
2017-07-07,Single Overhead Triceps Extension,Triceps,25.0,10,,,
2017-07-07,Reverse Grip Lat Pulldown,Back,140.0,12,,,
2017-07-07,Plank 1:00,Abs,0.0,1,,,
2017-07-07,Double Tricep Press,Triceps,50.0,15,,,
2017-07-07,Seated Horizontal Mid Row,Back,140.0,11,,,
2017-07-07,Sit Ups,Abs,10.0,18,,,
2017-07-07,Vertical Chest Press Machine,Chest,120.0,16,,,
2017-07-07,Kneeling Dumbbell Row,Back,35.0,12,,,
2017-07-07,Single Overhead Triceps Extension,Triceps,20.0,10,,,
2017-07-07,Reverse Grip Lat Pulldown,Back,140.0,10,,,
2017-07-07,Plank 1:00,Abs,0.0,1,,,
2017-07-07,Double Tricep Press,Triceps,50.0,13,,,
2017-07-07,Seated Horizontal Mid Row,Back,140.0,7,,,
2017-07-07,Sit Ups,Abs,10.0,16,,,
2017-07-07,Vertical Chest Press Machine,Chest,120.0,15,,,
2017-07-07,Kneeling Dumbbell Row,Back,35.0,12,,,
2017-07-07,Single Overhead Triceps Extension,Triceps,20.0,10,,,
2017-07-08,Backpacking,Cardio,,,6.0,mi,4:00:00
2017-07-09,Backpacking,Cardio,,,5.0,mi,3:00:00
2017-07-11,Horizontal Chest Press Machine,Chest,120.0,20,,,
2017-07-11,Static V Pulses,Abs,0.0,30,,,
2017-07-11,Kneeling Dumbbell Curl,Biceps,25.0,14,,,
2017-07-11,Pushups,Chest,0.0,22,,,
2017-07-11,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-11,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-07-11,Horizontal Incline Chest Press Machine,Chest,140.0,15,,,
2017-07-11,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-07-11,Horizontal Chest Press Machine,Chest,140.0,13,,,
2017-07-11,Static V Pulses,Abs,0.0,30,,,
2017-07-11,Kneeling Dumbbell Curl,Biceps,30.0,9,,,
2017-07-11,Pushups,Chest,0.0,20,,,
2017-07-11,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-11,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-07-11,Horizontal Incline Chest Press Machine,Chest,140.0,10,,,
2017-07-11,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-07-11,Horizontal Chest Press Machine,Chest,120.0,12,,,
2017-07-11,Static V Pulses,Abs,0.0,30,,,
2017-07-11,Kneeling Dumbbell Curl,Biceps,25.0,8,,,
2017-07-11,Pushups,Chest,0.0,20,,,
2017-07-11,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-11,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-07-11,Horizontal Incline Chest Press Machine,Chest,120.0,10,,,
2017-07-11,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-07-12,Running (Outdoor),Cardio,,,1.53,mi,0:13:26
2017-07-14,Seated Vertical Mid Row,Back,120.0,20,,,
2017-07-14,Seated Vertical Mid Row,Back,140.0,18,,,
2017-07-14,X Crunches,Abs,0.0,20,,,
2017-07-14,Skull Crushers,Triceps,40.0,15,,,
2017-07-14,Skull Crushers,Triceps,40.0,16,,,
2017-07-14,Wide Lat Pulldown,Back,140.0,12,,,
2017-07-14,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-14,Lateral Dumbbell Raise,Shoulders,15.0,13,,,
2017-07-14,Up Downs,Abs,0.0,20,,,
2017-07-14,Double Tricep Press,Triceps,50.0,12,,,
2017-07-14,X Crunches,Abs,0.0,20,,,
2017-07-14,Wide Lat Pulldown,Back,140.0,8,,,
2017-07-14,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-14,Lateral Dumbbell Raise,Shoulders,15.0,12,,,
2017-07-14,Up Downs,Abs,0.0,16,,,
2017-07-14,Double Tricep Press,Triceps,45.0,12,,,
2017-07-14,Seated Vertical Mid Row,Back,140.0,15,,,
2017-07-14,X Crunches,Abs,0.0,20,,,
2017-07-14,Skull Crushers,Triceps,40.0,13,,,
2017-07-14,Wide Lat Pulldown,Back,120.0,6,,,
2017-07-14,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-14,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2017-07-14,Up Downs,Abs,0.0,16,,,
2017-07-14,Double Tricep Press,Triceps,45.0,12,,,
2017-07-24,Wide Lat Pulldown,Back,120.0,13,,,
2017-07-24,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-24,Double Tricep Press,Triceps,45.0,20,,,
2017-07-24,Seated Vertical Mid Row,Back,120.0,18,,,
2017-07-24,Russian Twists,Abs,10.0,12,,,
2017-07-24,Pushups,Chest,0.0,20,,,
2017-07-24,Floor Tricep Raises,Triceps,0.0,18,,,
2017-07-24,Wide Lat Pulldown,Back,120.0,12,,,
2017-07-24,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-24,Double Tricep Press,Triceps,50.0,15,,,
2017-07-24,Seated Vertical Mid Row,Back,120.0,16,,,
2017-07-24,Russian Twists,Abs,10.0,12,,,
2017-07-24,Pushups,Chest,0.0,20,,,
2017-07-24,Floor Tricep Raises,Triceps,0.0,15,,,
2017-07-24,Wide Lat Pulldown,Back,120.0,10,,,
2017-07-24,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-24,Double Tricep Press,Triceps,50.0,12,,,
2017-07-24,Seated Vertical Mid Row,Back,120.0,14,,,
2017-07-24,Russian Twists,Abs,10.0,12,,,
2017-07-24,Pushups,Chest,0.0,20,,,
2017-07-24,Floor Tricep Raises,Triceps,0.0,16,,,
2017-07-25,Leg Press Machine,Quads,240.0,15,,,
2017-07-25,Bicycle Crunches,Abs,0.0,25,,,
2017-07-25,Machine Calf Raises,Calves,240.0,15,,,
2017-07-25,Leg Extension Machine,Quads,135.0,15,,,
2017-07-25,Crunches,Abs,0.0,25,,,
2017-07-25,Walking Lunges,Quads,50.0,20,,,
2017-07-25,Leg Curl,Hamstrings,135.0,18,,,
2017-07-25,Dumbbell Squats,Quads,45.0,15,,,
2017-07-25,Leg Press Machine,Quads,240.0,15,,,
2017-07-25,Bicycle Crunches,Abs,0.0,22,,,
2017-07-25,Leg Extension Machine,Quads,135.0,13,,,
2017-07-25,Machine Calf Raises,Calves,240.0,20,,,
2017-07-25,Crunches,Abs,0.0,23,,,
2017-07-25,Walking Lunges,Quads,50.0,18,,,
2017-07-25,Leg Curl,Hamstrings,135.0,16,,,
2017-07-25,Dumbbell Squats,Quads,45.0,13,,,
2017-07-25,Leg Press Machine,Quads,240.0,14,,,
2017-07-25,Bicycle Crunches,Abs,0.0,20,,,
2017-07-25,Machine Calf Raises,Calves,260.0,20,,,
2017-07-25,Leg Extension Machine,Quads,135.0,12,,,
2017-07-25,Crunches,Abs,0.0,22,,,
2017-07-25,Walking Lunges,Quads,40.0,18,,,
2017-07-25,Leg Curl,Hamstrings,135.0,15,,,
2017-07-25,Dumbbell Squats,Quads,45.0,12,,,
2017-07-26,Horizontal Chest Press Machine,Chest,120.0,15,,,
2017-07-26,Sit Ups,Abs,0.0,20,,,
2017-07-26,Kneeling Dumbbell Curl,Biceps,25.0,15,,,
2017-07-26,Pushups,Chest,0.0,20,,,
2017-07-26,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-26,Dumbbell Shrugs,Shoulders,45.0,20,,,
2017-07-26,Horizontal Incline Chest Press Machine,Chest,120.0,14,,,
2017-07-26,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-07-26,Horizontal Chest Press Machine,Chest,140.0,13,,,
2017-07-26,Sit Ups,Abs,10.0,20,,,
2017-07-26,Kneeling Dumbbell Curl,Biceps,30.0,10,,,
2017-07-26,Pushups,Chest,0.0,20,,,
2017-07-26,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-26,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-07-26,Horizontal Incline Chest Press Machine,Chest,140.0,9,,,
2017-07-26,Horizontal Chest Press Machine,Chest,120.0,13,,,
2017-07-26,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-07-26,Sit Ups,Abs,10.0,20,,,
2017-07-26,Kneeling Dumbbell Curl,Biceps,25.0,9,,,
2017-07-26,Pushups,Chest,0.0,20,,,
2017-07-26,Penguin Toe Taps,Abs,0.0,20,,,
2017-07-26,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-07-26,Horizontal Incline Chest Press Machine,Chest,120.0,10,,,
2017-07-26,5's Dumbbell Curls,Biceps,25.0,14,,,
2017-07-28,Seated Vertical Mid Row,Back,120.0,20,,,
2017-07-28,X Crunches,Abs,0.0,30,,,
2017-07-28,Skull Crushers,Triceps,40.0,15,,,
2017-07-28,Wide Lat Pulldown,Back,120.0,15,,,
2017-07-28,Plank 1:00,Abs,0.0,1,,,
2017-07-28,Lateral Dumbbell Raise,Shoulders,15.0,14,,,
2017-07-28,Up Downs,Abs,0.0,20,,,
2017-07-28,Double Tricep Press,Triceps,45.0,15,,,
2017-07-28,Seated Vertical Mid Row,Back,140.0,17,,,
2017-07-28,X Crunches,Abs,0.0,30,,,
2017-07-28,Skull Crushers,Triceps,40.0,15,,,
2017-07-28,Wide Lat Pulldown,Back,120.0,12,,,
2017-07-28,Plank 1:00,Abs,0.0,1,,,
2017-07-28,Lateral Dumbbell Raise,Shoulders,15.0,11,,,
2017-07-28,Up Downs,Abs,0.0,16,,,
2017-07-28,Double Tricep Press,Triceps,50.0,12,,,
2017-07-28,Seated Vertical Mid Row,Back,140.0,12,,,
2017-07-28,X Crunches,Abs,0.0,30,,,
2017-07-28,Skull Crushers,Triceps,40.0,15,,,
2017-07-28,Wide Lat Pulldown,Back,120.0,10,,,
2017-07-28,Plank 1:00,Abs,0.0,1,,,
2017-07-28,Lateral Dumbbell Raise,Shoulders,10.0,12,,,
2017-07-28,Up Downs,Abs,0.0,14,,,
2017-08-01,Reverse Grip Lat Pulldown,Back,120.0,17,,,
2017-08-01,Tricep Kickback,Triceps,20.0,12,,,
2017-08-01,Crunches,Abs,0.0,30,,,
2017-08-01,Seated Horizontal Mid Row,Back,120.0,15,,,
2017-08-01,Single Overhead Triceps Extension,Triceps,25.0,12,,,
2017-08-01,Reverse Grip Lat Pulldown,Back,140.0,12,,,
2017-08-01,Tricep Kickback,Triceps,25.0,10,,,
2017-08-01,Crunches,Abs,0.0,30,,,
2017-08-01,Seated Horizontal Mid Row,Back,140.0,10,,,
2017-08-01,Single Overhead Triceps Extension,Triceps,25.0,10,,,
2017-08-01,Reverse Grip Lat Pulldown,Back,140.0,10,,,
2017-08-01,Tricep Kickback,Triceps,25.0,10,,,
2017-08-01,Crunches,Abs,0.0,25,,,
2017-08-01,Seated Horizontal Mid Row,Back,140.0,9,,,
2017-08-02,Leg Press Machine,Quads,220.0,18,,,
2017-08-02,Machine Calf Raises,Calves,240.0,20,,,
2017-08-02,Bicycle Crunches,Abs,0.0,25,,,
2017-08-02,Leg Extension Machine,Quads,135.0,16,,,
2017-08-02,Leg Curl,Hamstrings,135.0,20,,,
2017-08-02,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-02,Leg Press Machine,Quads,240.0,20,,,
2017-08-02,Machine Calf Raises,Calves,260.0,20,,,
2017-08-02,Bicycle Crunches,Abs,0.0,22,,,
2017-08-02,Leg Extension Machine,Quads,135.0,13,,,
2017-08-02,Leg Curl,Hamstrings,155.0,15,,,
2017-08-02,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-02,Leg Press Machine,Quads,260.0,16,,,
2017-08-02,Machine Calf Raises,Calves,280.0,14,,,
2017-08-02,Bicycle Crunches,Abs,0.0,20,,,
2017-08-02,Leg Extension Machine,Quads,135.0,12,,,
2017-08-02,Leg Curl,Hamstrings,155.0,12,,,
2017-08-02,Penguin Toe Taps,Abs,0.0,18,,,
2017-08-03,Vertical Chest Press Machine,Chest,140.0,14,,,
2017-08-03,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-08-03,Lying Leg Raises,Abs,0.0,18,,,
2017-08-03,Archer Pushups,Chest,0.0,20,,,
2017-08-03,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2017-08-03,Russian Twists,Abs,10.0,12,,,
2017-08-03,Vertical Chest Press Machine,Chest,160.0,12,,,
2017-08-03,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-08-03,Lying Leg Raises,Abs,0.0,16,,,
2017-08-03,Archer Pushups,Chest,0.0,16,,,
2017-08-03,Dumbbell Hammer Curl,Biceps,30.0,7,,,
2017-08-03,Russian Twists,Abs,10.0,12,,,
2017-08-03,Vertical Chest Press Machine,Chest,160.0,8,,,
2017-08-03,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-08-03,Lying Leg Raises,Abs,0.0,16,,,
2017-08-03,Archer Pushups,Chest,0.0,14,,,
2017-08-03,Dumbbell Hammer Curl,Biceps,25.0,8,,,
2017-08-03,Russian Twists,Abs,10.0,12,,,
2017-08-08,Seated Horizontal Mid Row,Back,120.0,15,,,
2017-08-08,Russian Twists,Abs,10.0,18,,,
2017-08-08,Tricep Kickback,Triceps,20.0,15,,,
2017-08-08,Reverse Grip Lat Pulldown,Back,120.0,15,,,
2017-08-08,Sit Ups,Abs,0.0,20,,,
2017-08-08,Archer Pushups,Chest,0.0,20,,,
2017-08-08,Kneeling Dumbbell Row,Back,35.0,12,,,
2017-08-08,Single Overhead Triceps Extension,Triceps,25.0,12,,,
2017-08-08,Seated Horizontal Mid Row,Back,120.0,13,,,
2017-08-08,Russian Twists,Abs,10.0,15,,,
2017-08-08,Tricep Kickback,Triceps,20.0,12,,,
2017-08-08,Reverse Grip Lat Pulldown,Back,120.0,12,,,
2017-08-08,Sit Ups,Abs,0.0,20,,,
2017-08-08,Archer Pushups,Chest,0.0,18,,,
2017-08-08,Kneeling Dumbbell Row,Back,35.0,12,,,
2017-08-08,Single Overhead Triceps Extension,Triceps,25.0,12,,,
2017-08-08,Seated Horizontal Mid Row,Back,120.0,10,,,
2017-08-08,Russian Twists,Abs,10.0,12,,,
2017-08-08,Tricep Kickback,Triceps,20.0,12,,,
