Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2019-03-05,Sumo Squat,Quads,50.0,10,,,
2019-03-05,Single Leg Calf Raises,Calves,50.0,15,,,
2019-03-05,Side Lunges,Quads,30.0,8,,,
2019-03-05,Sumo Squat,Quads,50.0,10,,,
2019-03-05,Single Leg Calf Raises,Calves,50.0,15,,,
2019-03-05,Side Lunges,Quads,30.0,10,,,
2019-03-05,Wood Cutters,Back,50.0,10,,,
2019-03-05,Hanging Leg Raise (Straight),Abs,0.0,10,,,
2019-03-05,Sit Ups,Abs,25.0,10,,,
2019-03-05,Narrow Pullup,Back,0.0,10,,,
2019-03-05,Narrow Pullup,Back,0.0,10,,,
2019-03-05,Chest Dips,Chest,0.0,12,,,
2019-03-05,Chest Dips,Chest,0.0,12,,,
2019-03-06,Barbell Bench Press,Chest,85.0,8,,,
2019-03-06,Barbell Bench Press,Chest,105.0,5,,,
2019-03-06,Barbell Bench Press,Chest,125.0,2,,,
2019-03-06,Barbell Bench Press,Chest,145.0,8,,,
2019-03-06,Barbell Bench Press,Chest,145.0,8,,,
2019-03-06,Barbell Bench Press,Chest,150.0,7,,,
2019-03-06,Barbell Incline Press,Chest,45.0,8,,,
2019-03-06,Barbell Incline Press,Chest,75.0,3,,,
2019-03-06,Barbell Incline Press,Chest,105.0,8,,,
2019-03-06,Barbell Incline Press,Chest,105.0,8,,,
2019-03-06,Barbell Incline Press,Chest,115.0,7,,,
2019-03-06,Barbell Incline Press,Chest,115.0,5,,,
2019-03-06,EZ Bar Curls,Biceps,65.0,8,,,
2019-03-06,High to Low Cable Fly,Chest,30.0,10,,,
2019-03-06,Concentration Curl,Biceps,25.0,8,,,
2019-03-06,Reverse EZ Bar Curls,Biceps,55.0,8,,,
2019-03-06,Barbell Bench Press,Chest,150.0,8,,,
2019-03-06,EZ Bar Curls,Biceps,65.0,8,,,
2019-03-06,High to Low Cable Fly,Chest,30.0,10,,,
2019-03-06,Concentration Curl,Biceps,30.0,8,,,
2019-03-06,Reverse EZ Bar Curls,Biceps,55.0,7,,,
2019-03-06,Reverse EZ Bar Curls,Biceps,45.0,8,,,
2019-03-06,High to Low Cable Fly,Chest,30.0,8,,,
2019-03-06,Concentration Curl,Biceps,25.0,5,,,
2019-03-06,EZ Bar Curls,Biceps,65.0,6,,,
2019-03-07,Sumo Deadlift,Hamstrings,65.0,8,,,
2019-03-07,Sumo Deadlift,Hamstrings,95.0,4,,,
2019-03-07,Sumo Deadlift,Hamstrings,125.0,8,,,
2019-03-07,Sumo Deadlift,Hamstrings,125.0,8,,,
2019-03-07,Sumo Deadlift,Hamstrings,130.0,8,,,
2019-03-07,Sumo Deadlift,Hamstrings,125.0,7,,,
2019-03-07,Bulgarian Split Squat,Quads,15.0,10,,,
2019-03-07,Single Leg Calf Raises,Calves,50.0,16,,,
2019-03-07,Backwards Lunges,Hamstrings,25.0,10,,,
2019-03-07,Russian Twists,Abs,10.0,12,,,
2019-03-07,Low Plank,Abs,,,25.0,m,0:01:00
2019-03-07,Sit Ups,Abs,25.0,10,,,
2019-03-07,Sit Ups,Abs,25.0,10,,,
2019-03-07,Bulgarian Split Squat,Quads,15.0,10,,,
2019-03-07,Single Leg Calf Raises,Calves,50.0,16,,,
2019-03-07,Backwards Lunges,Hamstrings,30.0,10,,,
2019-03-07,Russian Twists,Abs,10.0,12,,,
2019-03-07,Low Plank,Abs,,,25.0,m,0:01:00
2019-03-07,Bulgarian Split Squat,Quads,15.0,10,,,
2019-03-07,Single Leg Calf Raises,Calves,50.0,16,,,
2019-03-07,Backwards Lunges,Hamstrings,30.0,10,,,
2019-03-07,Chin Ups,Back,0.0,12,,,
2019-03-07,Chin Ups,Back,0.0,12,,,
2019-03-07,Incline Pushups,Chest,0.0,20,,,
2019-03-07,Incline Pushups,Chest,0.0,20,,,
2019-03-08,Barbell Shoulder Press,Shoulders,35.0,8,,,
2019-03-08,Barbell Shoulder Press,Shoulders,55.0,4,,,
2019-03-08,Barbell Shoulder Press,Shoulders,85.0,8,,,
2019-03-08,Barbell Shoulder Press,Shoulders,85.0,8,,,
2019-03-08,Barbell Shoulder Press,Shoulders,85.0,8,,,
2019-03-08,Barbell Shoulder Press,Shoulders,85.0,8,,,
2019-03-08,Barbell Shrug,Shoulders,85.0,8,,,
2019-03-08,Barbell Shrug,Shoulders,105.0,4,,,
2019-03-08,Barbell Shrug,Shoulders,125.0,9,,,
2019-03-08,Barbell Shrug,Shoulders,130.0,8,,,
2019-03-08,Barbell Shrug,Shoulders,130.0,8,,,
2019-03-08,Barbell Shrug,Shoulders,135.0,8,,,
2019-03-08,Lateral Dumbbell Raise,Shoulders,15.0,10,,,
2019-03-08,Incline Dumbbell Hammer Curl,Biceps,30.0,10,,,
2019-03-08,Dumbbell Supine Rear Delt Row,Shoulders,15.0,12,,,
2019-03-08,Double Tricep Press,Triceps,50.0,15,,,
2019-03-08,Lateral Dumbbell Raise,Shoulders,10.0,12,,,
2019-03-08,Incline Dumbbell Hammer Curl,Biceps,30.0,10,,,
2019-03-08,Dumbbell Supine Rear Delt Row,Shoulders,15.0,12,,,
2019-03-08,Double Tricep Press,Triceps,50.0,15,,,
2019-03-08,Double Tricep Press,Triceps,50.0,15,,,
2019-03-08,Dumbbell Supine Rear Delt Row,Shoulders,15.0,12,,,
2019-03-08,Incline Dumbbell Hammer Curl,Biceps,30.0,10,,,
2019-03-08,Lateral Dumbbell Raise,Shoulders,10.0,12,,,
2019-03-11,Wide Grip Pullups,Back,0.0,10,,,
2019-03-11,Romanian Deadlift,Hamstrings,65.0,8,,,
2019-03-11,Romanian Deadlift,Hamstrings,95.0,4,,,
2019-03-11,Romanian Deadlift,Hamstrings,130.0,8,,,
2019-03-11,Romanian Deadlift,Hamstrings,130.0,8,,,
2019-03-11,Romanian Deadlift,Hamstrings,135.0,8,,,
2019-03-11,Romanian Deadlift,Hamstrings,130.0,8,,,
2019-03-11,Barbell Rows,Back,45.0,8,,,
2019-03-11,Barbell Rows,Back,85.0,4,,,
2019-03-11,Barbell Rows,Back,105.0,8,,,
2019-03-11,Barbell Rows,Back,115.0,8,,,
2019-03-11,Barbell Rows,Back,115.0,8,,,
2019-03-11,Barbell Rows,Back,115.0,6,,,
2019-03-11,Ropes Tricep Pulldown,Triceps,50.0,10,,,
2019-03-11,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-11,Skull Crushers,Triceps,70.0,12,,,
2019-03-11,Wide Grip Pullups,Back,0.0,10,,,
2019-03-11,Ropes Tricep Pulldown,Triceps,53.0,9,,,
2019-03-11,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-11,Skull Crushers,Triceps,70.0,10,,,
2019-03-11,Skull Crushers,Triceps,70.0,10,,,
2019-03-11,Ropes Tricep Pulldown,Triceps,50.0,9,,,
2019-03-11,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-12,Barbell Front Squat,Quads,45.0,8,,,
2019-03-12,Barbell Front Squat,Quads,75.0,4,,,
2019-03-12,Barbell Front Squat,Quads,105.0,8,,,
2019-03-12,Barbell Front Squat,Quads,110.0,8,,,
2019-03-12,Barbell Front Squat,Quads,120.0,8,,,
2019-03-12,Barbell Front Squat,Quads,120.0,7,,,
2019-03-12,Sumo Squat,Quads,50.0,12,,,
2019-03-12,Sumo Squat,Quads,50.0,12,,,
2019-03-12,Sumo Squat,Quads,50.0,12,,,
2019-03-12,Single Leg Calf Raises,Calves,50.0,15,,,
2019-03-12,Single Leg Calf Raises,Calves,50.0,15,,,
2019-03-12,Side Lunges,Quads,30.0,10,,,
2019-03-12,Side Lunges,Quads,30.0,10,,,
2019-03-12,Wood Cutters,Back,50.0,10,,,
2019-03-12,Wood Cutters,Back,50.0,10,,,
2019-03-12,Hanging Leg Raise (Straight),Abs,0.0,10,,,
2019-03-12,Hanging Leg Raise (Straight),Abs,0.0,10,,,
2019-03-12,Sit Ups,Abs,25.0,10,,,
2019-03-12,Sit Ups,Abs,25.0,10,,,
2019-03-13,Barbell Bench Press,Chest,75.0,8,,,
2019-03-13,Barbell Bench Press,Chest,105.0,4,,,
2019-03-13,Barbell Bench Press,Chest,145.0,8,,,
2019-03-13,Barbell Bench Press,Chest,145.0,7,,,
2019-03-13,Barbell Bench Press,Chest,145.0,8,,,
2019-03-13,Barbell Bench Press,Chest,145.0,6,,,
2019-03-13,Barbell Incline Press,Chest,45.0,8,,,
2019-03-13,Barbell Incline Press,Chest,75.0,4,,,
2019-03-13,Barbell Incline Press,Chest,105.0,8,,,
2019-03-13,Barbell Incline Press,Chest,105.0,8,,,
2019-03-13,Barbell Incline Press,Chest,95.0,7,,,
2019-03-13,Barbell Incline Press,Chest,95.0,7,,,
2019-03-13,Chin Ups,Back,0.0,12,,,
2019-03-13,High to Low Cable Fly,Chest,30.0,12,,,
2019-03-13,EZ Bar Curls,Biceps,65.0,10,,,
2019-03-13,Reverse EZ Bar Curls,Biceps,45.0,10,,,
2019-03-13,Chin Ups,Back,0.0,11,,,
2019-03-13,High to Low Cable Fly,Chest,30.0,10,,,
2019-03-13,EZ Bar Curls,Biceps,65.0,10,,,
2019-03-13,Reverse EZ Bar Curls,Biceps,45.0,10,,,
2019-03-13,Reverse EZ Bar Curls,Biceps,45.0,10,,,
2019-03-13,Chin Ups,Back,0.0,6,,,
2019-03-13,High to Low Cable Fly,Chest,27.0,10,,,
2019-03-13,EZ Bar Curls,Biceps,65.0,8,,,
2019-03-14,Sumo Deadlift,Hamstrings,65.0,8,,,
2019-03-14,Sumo Deadlift,Hamstrings,95.0,4,,,
2019-03-14,Sumo Deadlift,Hamstrings,125.0,8,,,
2019-03-14,Sumo Deadlift,Hamstrings,125.0,8,,,
2019-03-14,Sumo Deadlift,Hamstrings,130.0,8,,,
2019-03-14,Sumo Deadlift,Hamstrings,130.0,8,,,
2019-03-14,Bulgarian Split Squat,Quads,15.0,10,,,
2019-03-14,Bulgarian Split Squat,Quads,15.0,10,,,
2019-03-14,Bulgarian Split Squat,Quads,15.0,10,,,
2019-03-14,Single Leg Calf Raises,Calves,50.0,16,,,
2019-03-14,Single Leg Calf Raises,Calves,50.0,16,,,
2019-03-14,Single Leg Calf Raises,Calves,50.0,16,,,
2019-03-14,Backwards Lunges,Hamstrings,30.0,10,,,
2019-03-14,Backwards Lunges,Hamstrings,30.0,10,,,
2019-03-14,Backwards Lunges,Hamstrings,30.0,10,,,
2019-03-14,Russian Twists,Abs,10.0,12,,,
2019-03-14,Russian Twists,Abs,10.0,12,,,
2019-03-14,Low Plank,Abs,,,25.0,m,0:01:00
2019-03-14,Low Plank,Abs,,,25.0,m,0:01:00
2019-03-14,Sit Ups,Abs,25.0,10,,,
2019-03-14,Sit Ups,Abs,25.0,10,,,
2019-03-14,Chin Ups,Back,0.0,12,,,
2019-03-14,Chin Ups,Back,0.0,12,,,
2019-03-14,Incline Pushups,Chest,0.0,20,,,
2019-03-14,Incline Pushups,Chest,0.0,20,,,
2019-03-15,Barbell Shoulder Press,Shoulders,35.0,8,,,
2019-03-15,Barbell Shoulder Press,Shoulders,55.0,4,,,
2019-03-15,Barbell Shoulder Press,Shoulders,90.0,8,,,
2019-03-15,Barbell Shoulder Press,Shoulders,90.0,8,,,
2019-03-15,Barbell Shoulder Press,Shoulders,90.0,8,,,
2019-03-15,Barbell Shoulder Press,Shoulders,90.0,9,,,
2019-03-15,Chin Ups,Back,0.0,10,,,
2019-03-15,Chin Ups,Back,0.0,10,,,
2019-03-15,Chin Ups,Back,0.0,7,,,
2019-03-15,Chin Ups,Back,0.0,7,,,
2019-03-15,Lateral Dumbbell Raise,Shoulders,10.0,12,,,
2019-03-15,Lateral Dumbbell Raise,Shoulders,10.0,12,,,
2019-03-15,Lateral Dumbbell Raise,Shoulders,10.0,12,,,
2019-03-15,Incline Dumbbell Hammer Curl,Biceps,30.0,10,,,
2019-03-15,Incline Dumbbell Hammer Curl,Biceps,30.0,10,,,
2019-03-15,Incline Dumbbell Hammer Curl,Biceps,30.0,10,,,
2019-03-15,Dumbbell Supine Rear Delt Row,Shoulders,15.0,12,,,
2019-03-15,Dumbbell Supine Rear Delt Row,Shoulders,15.0,12,,,
2019-03-15,Dumbbell Supine Rear Delt Row,Shoulders,15.0,12,,,
2019-03-15,Double Tricep Press,Triceps,50.0,15,,,
2019-03-15,Double Tricep Press,Triceps,50.0,15,,,
2019-03-15,Double Tricep Press,Triceps,50.0,15,,,
2019-03-18,Wide Grip Pullups,Back,0.0,10,,,
2019-03-18,Wide Grip Pullups,Back,0.0,10,,,
2019-03-18,Romanian Deadlift,Hamstrings,65.0,8,,,
2019-03-18,Romanian Deadlift,Hamstrings,95.0,4,,,
2019-03-18,Romanian Deadlift,Hamstrings,130.0,10,,,
2019-03-18,Romanian Deadlift,Hamstrings,130.0,10,,,
2019-03-18,Romanian Deadlift,Hamstrings,130.0,7,,,
2019-03-18,Romanian Deadlift,Hamstrings,115.0,9,,,
2019-03-18,Barbell Rows,Back,45.0,8,,,
2019-03-18,Barbell Rows,Back,75.0,4,,,
2019-03-18,Barbell Rows,Back,105.0,10,,,
2019-03-18,Barbell Rows,Back,105.0,10,,,
2019-03-18,Barbell Rows,Back,100.0,9,,,
2019-03-18,Barbell Rows,Back,95.0,10,,,
2019-03-18,Ropes Tricep Pulldown,Triceps,50.0,12,,,
2019-03-18,Ropes Tricep Pulldown,Triceps,53.0,9,,,
2019-03-18,Ropes Tricep Pulldown,Triceps,50.0,9,,,
2019-03-18,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-18,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-18,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-18,Skull Crushers,Triceps,75.0,10,,,
2019-03-18,Skull Crushers,Triceps,75.0,10,,,
2019-03-18,Skull Crushers,Triceps,75.0,10,,,
2019-03-19,Sumo Squat,Quads,50.0,12,,,
2019-03-19,Single Leg Calf Raises,Calves,50.0,15,,,
2019-03-19,Barbell Hip Thrust,Hamstrings,45.0,10,,,
2019-03-19,Barbell Front Squat,Quads,55.0,8,,,
2019-03-19,Barbell Front Squat,Quads,85.0,4,,,
2019-03-19,Barbell Front Squat,Quads,110.0,10,,,
2019-03-19,Barbell Front Squat,Quads,110.0,10,,,
2019-03-19,Barbell Front Squat,Quads,115.0,10,,,
2019-03-19,Barbell Front Squat,Quads,110.0,10,,,
2019-03-19,Wood Cutters,Back,50.0,10,,,
2019-03-19,Hanging Leg Raise (Straight),Abs,0.0,10,,,
2019-03-19,Sit Ups,Abs,25.0,10,,,
2019-03-19,Sumo Squat,Quads,50.0,12,,,
2019-03-19,Single Leg Calf Raises,Calves,50.0,15,,,
2019-03-19,Barbell Hip Thrust,Hamstrings,95.0,10,,,
2019-03-19,Wood Cutters,Back,50.0,10,,,
2019-03-19,Hanging Leg Raise (Straight),Abs,0.0,10,,,
2019-03-19,Sit Ups,Abs,25.0,10,,,
2019-03-19,Sumo Squat,Quads,50.0,15,,,
2019-03-19,Single Leg Calf Raises,Calves,50.0,15,,,
2019-03-19,Barbell Hip Thrust,Hamstrings,95.0,10,,,
2019-03-21,Chin Ups,Back,0.0,10,,,
2019-03-21,Backwards Lunges,Hamstrings,30.0,10,,,
2019-03-21,Glute Bridge,Hamstrings,95.0,12,,,
2019-03-21,Sumo Deadlift,Hamstrings,95.0,6,,,
2019-03-21,Glute Bridge,Hamstrings,95.0,10,,,
2019-03-21,Barbell Bench Press,Chest,95.0,12,,,
2019-03-21,Glute Bridge,Hamstrings,95.0,11,,,
2019-03-21,Sumo Deadlift,Hamstrings,115.0,10,,,
2019-03-21,Barbell Bench Press,Chest,135.0,10,,,
2019-03-21,Barbell Bench Press,Chest,135.0,10,,,
2019-03-21,Sumo Deadlift,Hamstrings,115.0,10,,,
2019-03-21,Sumo Deadlift,Hamstrings,115.0,12,,,
2019-03-21,Barbell Bench Press,Chest,135.0,10,,,
2019-03-21,Barbell Bench Press,Chest,135.0,11,,,
2019-03-21,Sumo Deadlift,Hamstrings,115.0,12,,,
2019-03-21,Chin Ups,Back,0.0,10,,,
2019-03-25,Wide Grip Pullups,Back,0.0,10,,,
2019-03-25,Romanian Deadlift,Hamstrings,65.0,8,,,
2019-03-25,Romanian Deadlift,Hamstrings,95.0,4,,,
2019-03-25,Romanian Deadlift,Hamstrings,125.0,10,,,
2019-03-25,Romanian Deadlift,Hamstrings,125.0,10,,,
2019-03-25,Romanian Deadlift,Hamstrings,125.0,10,,,
2019-03-25,Romanian Deadlift,Hamstrings,125.0,7,,,
2019-03-25,Barbell Rows,Back,45.0,8,,,
2019-03-25,Barbell Rows,Back,75.0,4,,,
2019-03-25,Barbell Rows,Back,105.0,10,,,
2019-03-25,Barbell Rows,Back,105.0,10,,,
2019-03-25,Barbell Rows,Back,105.0,9,,,
2019-03-25,Barbell Rows,Back,105.0,9,,,
2019-03-25,Ropes Tricep Pulldown,Triceps,50.0,12,,,
2019-03-25,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-25,Skull Crushers,Triceps,75.0,10,,,
2019-03-25,Wide Grip Pullups,Back,0.0,10,,,
2019-03-25,Ropes Tricep Pulldown,Triceps,50.0,9,,,
2019-03-25,Rear Delt Fly,Shoulders,10.0,12,,,
2019-03-25,Skull Crushers,Triceps,75.0,7,,,
2019-03-25,Wide Grip Pullups,Back,0.0,8,,,
2019-03-26,Sumo Squat,Quads,50.0,15,,,
2019-03-26,Single Leg Calf Raises,Calves,50.0,20,,,
2019-03-26,Barbell Hip Thrust,Hamstrings,85.0,12,,,
2019-03-26,Barbell Front Squat,Quads,55.0,8,,,
2019-03-26,Barbell Front Squat,Quads,85.0,4,,,
2019-03-26,Barbell Front Squat,Quads,110.0,12,,,
2019-03-26,Barbell Front Squat,Quads,110.0,11,,,
2019-03-26,Barbell Front Squat,Quads,110.0,10,,,
2019-03-26,Barbell Front Squat,Quads,110.0,10,,,
2019-03-26,Wood Cutters,Back,50.0,10,,,
2019-03-26,Hanging Leg Raise (Straight),Abs,0.0,10,,,
2019-03-26,Sit Ups,Abs,25.0,10,,,
2019-03-26,Sit Ups,Abs,25.0,10,,,
2019-03-26,Sumo Squat,Quads,50.0,15,,,
2019-03-26,Single Leg Calf Raises,Calves,50.0,20,,,
2019-03-26,Barbell Hip Thrust,Hamstrings,85.0,12,,,
2019-03-26,Wood Cutters,Back,50.0,10,,,
2019-03-26,Hanging Leg Raise (Straight),Abs,0.0,10,,,
2019-03-26,Sumo Squat,Quads,50.0,15,,,
2019-03-26,Single Leg Calf Raises,Calves,50.0,20,,,
2019-03-26,Barbell Hip Thrust,Hamstrings,85.0,12,,,
2019-03-27,Chin Ups,Back,0.0,8,,,
2019-03-27,Barbell Bench Press,Chest,75.0,8,,,
2019-03-27,Barbell Bench Press,Chest,105.0,4,,,
2019-03-27,Barbell Bench Press,Chest,135.0,10,,,
2019-03-27,Barbell Bench Press,Chest,135.0,9,,,
2019-03-27,Barbell Bench Press,Chest,125.0,11,,,
2019-03-27,Barbell Bench Press,Chest,125.0,9,,,
2019-03-27,High to Low Cable Fly,Chest,27.0,12,,,
2019-03-27,EZ Bar Curls,Biceps,55.0,12,,,
2019-03-27,Reverse EZ Bar Curls,Biceps,45.0,12,,,
2019-03-27,Chin Ups,Back,0.0,7,,,
2019-03-27,Sit Ups,Abs,0.0,20,,,
2019-03-27,Reverse Crunch,Abs,0.0,10,,,
2019-03-27,Russian Twists,Abs,10.0,10,,,
2019-03-27,High Crunch,Abs,0.0,10,,,
2019-03-27,Knee Crunches,Abs,0.0,10,,,
2019-03-27,Bicycle Crunches,Abs,0.0,12,,,
2019-03-27,Back Extension,Back,0.0,10,,,
2019-03-27,Back Extension,Back,0.0,12,,,
2019-03-27,Sit Ups,Abs,0.0,12,,,
2019-03-27,Reverse Crunch,Abs,0.0,12,,,
2019-03-27,Russian Twists,Abs,10.0,10,,,
2019-03-27,High Crunch,Abs,0.0,12,,,
2019-03-27,Knee Crunches,Abs,0.0,12,,,
2019-03-27,Bicycle Crunches,Abs,0.0,12,,,
2019-04-29,Romanian Deadlift,Hamstrings,35.0,12,,,
2019-04-29,Romanian Deadlift,Hamstrings,35.0,12,,,
2019-04-29,Romanian Deadlift,Hamstrings,35.0,12,,,
2019-04-29,Barbell Bench Press,Chest,20.0,12,,,
2019-04-29,Barbell Bench Press,Chest,20.0,12,,,
2019-04-29,Barbell Bench Press,Chest,20.0,12,,,
2019-04-29,Barbell Front Squat,Quads,35.0,12,,,
2019-04-29,Barbell Front Squat,Quads,35.0,12,,,
2019-04-29,Barbell Front Squat,Quads,35.0,12,,,
2019-04-29,Barbell Shoulder Press,Shoulders,10.0,12,,,
2019-04-29,Barbell Shoulder Press,Shoulders,6.0,12,,,
2019-04-29,Barbell Shoulder Press,Shoulders,6.0,12,,,
2019-04-29,Barbell Rows,Back,20.0,12,,,
2019-04-29,Barbell Rows,Back,20.0,12,,,
2019-04-29,Barbell Rows,Back,20.0,12,,,
2019-04-29,EZ Bar Curls,Biceps,10.0,8,,,
2019-04-29,EZ Bar Curls,Biceps,10.0,8,,,
2019-04-29,Sit Ups,Abs,10.0,8,,,
2019-04-29,Sit Ups,Abs,10.0,8,,,
2019-04-29,Skull Crushers,Triceps,10.0,8,,,
2019-04-29,Skull Crushers,Triceps,10.0,8,,,
2019-04-30,Sumo Deadlift,Hamstrings,35.0,12,,,
2019-04-30,Sumo Deadlift,Hamstrings,35.0,12,,,
2019-04-30,Sumo Deadlift,Hamstrings,35.0,12,,,
2019-04-30,Barbell Incline Press,Chest,15.0,12,,,
2019-04-30,Barbell Incline Press,Chest,15.0,10,,,
2019-04-30,Barbell Incline Press,Chest,10.0,12,,,
2019-04-30,Barbell Rows,Back,15.0,12,,,
2019-04-30,Barbell Rows,Back,15.0,12,,,
2019-04-30,Barbell Rows,Back,15.0,12,,,
2019-04-30,Barbell Back Squat,Quads,45.0,12,,,
2019-04-30,Barbell Back Squat,Quads,45.0,12,,,
2019-04-30,Barbell Back Squat,Quads,45.0,12,,,
2019-04-30,Pull Up,Back,0.0,4,,,
2019-04-30,EZ Bar Curls,Biceps,10.0,8,,,
2019-04-30,Sit Ups,Abs,10.0,8,,,
2019-04-30,Skull Crushers,Triceps,10.0,8,,,
2019-05-03,Romanian Deadlift,Hamstrings,35.0,12,,,
2019-05-03,Romanian Deadlift,Hamstrings,35.0,12,,,
2019-05-03,Romanian Deadlift,Hamstrings,35.0,12,,,
2019-05-03,Barbell Bench Press,Chest,20.0,12,,,
2019-05-03,Barbell Bench Press,Chest,20.0,12,,,
2019-05-03,Barbell Bench Press,Chest,20.0,12,,,
2019-05-03,Barbell Front Squat,Quads,35.0,12,,,
2019-05-03,Barbell Front Squat,Quads,35.0,12,,,
2019-05-03,Barbell Front Squat,Quads,35.0,12,,,
2019-05-03,Barbell Shoulder Press,Shoulders,6.0,12,,,
2019-05-03,Barbell Shoulder Press,Shoulders,6.0,12,,,
2019-05-03,Barbell Shoulder Press,Shoulders,6.0,12,,,
2019-05-03,Barbell Rows,Back,20.0,12,,,
2019-05-03,Barbell Rows,Back,20.0,12,,,
2019-05-03,Barbell Rows,Back,20.0,12,,,
2019-05-03,Standing Dumbbell Curl,Biceps,10.0,8,,,
2019-05-03,Standing Dumbbell Curl,Biceps,10.0,8,,,
2019-05-03,Sit Ups,Abs,10.0,8,,,
2019-05-03,Sit Ups,Abs,10.0,8,,,
2019-05-03,Single Overhead Triceps Extension,Triceps,10.0,8,,,
2019-05-03,Single Overhead Triceps Extension,Triceps,10.0,8,,,
2019-05-06,Romanian Deadlift,Hamstrings,45.0,12,,,
2019-05-06,Romanian Deadlift,Hamstrings,45.0,12,,,
2019-05-06,Romanian Deadlift,Hamstrings,45.0,12,,,
2019-05-06,Dumbbell Bench Press,Chest,15.0,12,,,
2019-05-06,Dumbbell Bench Press,Chest,15.0,12,,,
2019-05-06,Dumbbell Bench Press,Chest,15.0,12,,,
2019-05-06,Barbell Front Squat,Quads,45.0,12,,,
2019-05-06,Barbell Front Squat,Quads,45.0,12,,,
2019-05-06,Barbell Front Squat,Quads,45.0,12,,,
2019-05-06,Sitting Military Press,Shoulders,5.0,12,,,
2019-05-06,Sitting Military Press,Shoulders,3.0,12,,,
2019-05-06,Sitting Military Press,Shoulders,3.0,12,,,
2019-05-06,Barbell Rows,Back,25.0,12,,,
2019-05-06,Barbell Rows,Back,25.0,12,,,
2019-05-06,Barbell Rows,Back,25.0,12,,,
2019-05-06,Standing Dumbbell Curl,Biceps,10.0,8,,,
2019-05-06,Standing Dumbbell Curl,Biceps,15.0,8,,,
2019-05-06,Sit Ups,Abs,15.0,8,,,
2019-05-06,Sit Ups,Abs,15.0,8,,,
2019-05-06,Skull Crushers,Triceps,15.0,8,,,
2019-05-06,Skull Crushers,Triceps,15.0,8,,,
2019-05-07,Sumo Deadlift,Hamstrings,45.0,12,,,
2019-05-07,Sumo Deadlift,Hamstrings,45.0,12,,,
2019-05-07,Sumo Deadlift,Hamstrings,45.0,12,,,
2019-05-07,Dumbbell Bench Press,Chest,15.0,12,,,
2019-05-07,Dumbbell Bench Press,Chest,15.0,12,,,
2019-05-07,Dumbbell Bench Press,Chest,15.0,12,,,
2019-05-07,Barbell Rows,Back,25.0,12,,,
2019-05-07,Barbell Rows,Back,25.0,12,,,
2019-05-07,Barbell Rows,Back,25.0,12,,,
2019-05-07,Barbell Back Squat,Quads,45.0,12,,,
2019-05-07,Barbell Back Squat,Quads,45.0,12,,,
2019-05-07,Barbell Back Squat,Quads,45.0,12,,,
2019-05-07,Concentration Curl,Biceps,15.0,8,,,
2019-05-07,Concentration Curl,Biceps,15.0,8,,,
2019-05-07,Sit Ups,Abs,15.0,8,,,
2019-05-07,Sit Ups,Abs,15.0,8,,,
2019-05-07,Overhand Tricep Pull Down,Triceps,17.0,8,,,
2019-05-07,Overhand Tricep Pull Down,Triceps,13.0,8,,,
2019-05-07,Overhand Tricep Pull Down,Triceps,13.0,8,,,
2019-05-07,Sit Ups,Abs,15.0,8,,,
2019-05-07,Concentration Curl,Biceps,15.0,8,,,
2019-05-13,Dumbbell Bench Press,Chest,25.0,12,,,
2019-05-13,Dumbbell Bench Press,Chest,25.0,12,,,
2019-05-13,Dumbbell Bench Press,Chest,25.0,12,,,
2019-05-13,Dumbbell Bench Press,Chest,25.0,12,,,
2019-05-13,Romanian Deadlift,Hamstrings,65.0,12,,,
2019-05-13,Romanian Deadlift,Hamstrings,65.0,12,,,
2019-05-13,Romanian Deadlift,Hamstrings,65.0,12,,,
2019-05-13,Romanian Deadlift,Hamstrings,65.0,12,,,
2019-05-13,Barbell Back Squat,Quads,65.0,12,,,
2019-05-13,Barbell Back Squat,Quads,65.0,12,,,
2019-05-13,Barbell Back Squat,Quads,65.0,12,,,
2019-05-13,Barbell Back Squat,Quads,65.0,12,,,
2019-05-13,Bent Over Rows (Dumbbells),Back,15.0,12,,,
2019-05-13,Bent Over Rows (Dumbbells),Back,15.0,12,,,
2019-05-13,Bent Over Rows (Dumbbells),Back,10.0,12,,,
2019-05-13,Bent Over Rows (Dumbbells),Back,10.0,12,,,
2019-05-13,Lateral Dumbbell Raise,Shoulders,5.0,8,,,
2019-05-13,Lateral Dumbbell Raise,Shoulders,5.0,8,,,
2019-05-13,Lateral Dumbbell Raise,Shoulders,5.0,8,,,
2019-05-13,Standing Dumbbell Curl,Biceps,15.0,8,,,
2019-05-13,Standing Dumbbell Curl,Biceps,15.0,8,,,
2019-05-13,Standing Dumbbell Curl,Biceps,15.0,8,,,
2019-05-13,Sit Ups,Abs,15.0,8,,,
2019-05-13,Sit Ups,Abs,15.0,8,,,
2019-05-13,Sit Ups,Abs,15.0,8,,,
2019-05-13,Single Overhead Triceps Extension,Triceps,5.0,8,,,
